"expediente","tipo","objeto","estado","importe","fechas","url"
"717DWE.20","Suministros","Adquisición de equipamiento informático para la renovación de la infraestructura de Acceso y Distribución de la Red de Voz y Datos de la Universidad de Almería mediante contrato basado en el SDA con referencia 717.18 constituido por Resolución del Rector con fecha 26 de noviembre de 2018 según lo definido en el Art 223.","Resuelta","118.000,00","Publicación PLACSP:
Adjudicación:12/02/2021
Formalización:15/02/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Z3peUg3EPiV7h85%2Fpmmsfw%3D%3D"
"717DWA.20","Suministros","Adquisición de 126 PC,s para aulas de informática de la Universidad de Almería mediante contrato basado en el SDA con referencia 717.18 constituido por Resolución del Rector con fecha 26 de noviembre de 2018 según lo definido en el Art 223.","Resuelta","125.748,00","Publicación PLACSP:
Adjudicación:12/02/2021
Formalización:15/02/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=EQdezHtOWRd7h85%2Fpmmsfw%3D%3D"
"717DWD.20","Suministros","Adquisición de equipamiento informático para la renovación y mejora de la infraestructura de la Red WiFi de la Universidad de Almería mediante contrato basado en el SDA con referencia 717.18 constituido por Resolución del Rector con fecha 26 de noviembre de 2018 según lo definido en el Art 223.","Resuelta","420.000,00","Publicación PLACSP:
Adjudicación:15/02/2021
Formalización:15/02/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Iqsk9Mwlg%2BOXQV0WE7lYPw%3D%3D"
"845.20","Obras","Ejecución de la obra de reforma y adecuación de los 4 laboratorios de la planta baja y tres laboratorios de la planta alta del Ciesol","Resuelta","71.841,53","Publicación PLACSP:
Adjudicación:10/02/2021
Formalización:04/10/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=f5AwAc%2Bpe3aXQV0WE7lYPw%3D%3D"
"818b.20","Suministros","Adquisición de un molino de altas prestaciones para el servicio periférico ""Unidad de Dietas Experimentales"" de la Universidad de Almería financiado con cargo a la subvención del Ministerio de Ciencia e Innovación, a través de la Agencia Estatal de Investigación, con referencia EQC2019-006380-P, cofinanciada con Fondos FEDER (80%) dentro del Programa Operativo 2014- 2020.","Resuelta","98.200,00","Publicación PLACSP:
Adjudicación:26/11/2020
Formalización:26/11/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ot0DGqjwAATnSoTX3z%2F7wA%3D%3D"
"817.20","Servicios","Servicio de Acreditación del  Nivel de Conocimientos de Lenguas Extranjeras","Resuelta","105.350,00","Publicación PLACSP:
Desistimiento:20/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qDv%2BoFGgiP3nSoTX3z%2F7wA%3D%3D"
"844.20","Suministros","Suministro e instalación de un Módulo portátil para actividades deportivas","Resuelta","25.500,00","Publicación PLACSP:
Adjudicación:26/10/2020
Formalización:26/03/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=16KQpbmL7tCmq21uxhbaVQ%3D%3D"
"840.20","Suministros","Suministro de un vehículo todocamino, con tracción 4x4, para atender las actividades de I+D+i que, de forma permanente, el Grupo de Investigación AGR176 tiene comprometidas en distintos proyectos de investigación financiados con fondos públicos (Junta de Andalucía, Ministerio de Ciencia e Innovación, y contratos de I+D+i con empresas del sector agroalimentario","Resuelta","30.165,29","Publicación PLACSP:
Adjudicación:21/10/2020
Formalización:26/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ckHfafnRGW2iEJrVRqloyA%3D%3D"
"816.20","Servicios","asesoría técnica","Resuelta","70.000,00","Publicación PLACSP:
Adjudicación:16/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=M4HV5FnGZyouf4aBO%2BvQlQ%3D%3D"
"794.20","Suministros","suministros de material de imprena, artes gráficas","Resuelta","300.000,00","Publicación PLACSP:
Desistimiento:17/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=j4TNRaDfUkcSugstABGr5A%3D%3D"
"796.20","Servicios","realizador audiovisual","Resuelta","40.000,00","Publicación PLACSP:
Adjudicación:09/12/2020
Formalización:09/12/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=fQhr3xXgchurz3GQd5r6SQ%3D%3D"
"830.20","Servicios","Prestación De Servicio De Mantenimiento De Universitas Xxi, Siendo Los Módulos Y De La Aplicación Y Servicios Incluidos: Universitas Xxi - Económico, Universitas Xxi - Académico, Universitas Xxi - Integrador, Universitas Xxi Firma Digital, Universitas Xxi - Recursos Humanos, Servicio Gestionado De Universitas Xxi, Servicio Gestionado (Administración Extendida).","Resuelta","1.386.107,51","Publicación PLACSP:
Adjudicación:20/11/2020
Formalización:20/11/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=DMovZgy2P1ZvYnTkQN0%2FZA%3D%3D"
"823.20","Suministros","licencias de software ibm spss statistics abierto simp","Resuelta","44.000,00","Publicación PLACSP:
Adjudicación:16/10/2020
Formalización:16/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=JdKgiPKjCaqiEJrVRqloyA%3D%3D"
"839.20","Obras","obra para recogida y evacuación de aguas pluviales","Resuelta","356.835,80","Publicación PLACSP:
Adjudicación:28/10/2020
Formalización:28/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=J6aZYdfITWZvYnTkQN0%2FZA%3D%3D"
"836.20","Suministros","Suministro de una furgoneta mixta con motor híbrido para el uso del Servicio de Infraestructuras y Equipamiento de la Universidad de Almería.","Resuelta","21.000,00","Publicación PLACSP:
Adjudicación:07/09/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=WP%2B1s1xdYfdvYnTkQN0%2FZA%3D%3D"
"812.20","Servicios","servicio de trabajos de impresión y encuadernación sostenible de libros (ecoedición).","Resuelta","96.000,00","Publicación PLACSP:
Adjudicación:07/10/2020
Formalización:07/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=FN8VGO5AjOkuf4aBO%2BvQlQ%3D%3D"
"826.20","Suministros","adquisición de un citómetro de flujo.","Resuelta","150.000,00","Publicación PLACSP:
Adjudicación:22/09/2020
Formalización:09/11/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2Bn1byR3MwZurz3GQd5r6SQ%3D%3D"
"832.20","Suministros","adquisicion de 120 portatiles","Resuelta","95.400,00","Publicación PLACSP:
Adjudicación:16/09/2020
Formalización:13/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=nYW2RI3PKQimq21uxhbaVQ%3D%3D"
"833.20","Suministros","microscopio de fluorescencia de hoja de luz (lsfm)","Resuelta","455.563,30","Publicación PLACSP:
Adjudicación:28/10/2020
Formalización:28/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=36o6CC7d8CwBPRBxZ4nJ%2Fg%3D%3D"
"834.20","Servicios","Prestación del servicio de Póliza responsabilidad patrimonial (autoridades)","Resuelta","5.500,00","Publicación PLACSP:
Adjudicación:07/09/2020
Formalización:17/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ZZzzKQrhvJWmq21uxhbaVQ%3D%3D"
"827.20","Suministros","microfuente de rayos x de monocristal, con radiación de molibdeno tipo tubo microfoco de última generación","Resuelta","159.500,00","Publicación PLACSP:
Adjudicación:13/10/2020
Formalización:13/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=COFwtEWNWA0BPRBxZ4nJ%2Fg%3D%3D"
"838.20","Obras","obra reforma centro de lenguas","Resuelta","125.651,61","Publicación PLACSP:
Adjudicación:20/08/2020
Formalización:22/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=73At2EhjH3ABPRBxZ4nJ%2Fg%3D%3D"
"831.20","Obras","obra reforma edificio central","Resuelta","79.999,99","Publicación PLACSP:
Adjudicación:20/08/2020
Formalización:30/09/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=xmlJVdKUsisuf4aBO%2BvQlQ%3D%3D"
"829.20","Suministros","equipos para teledocencia pas sum","Resuelta","98.000,00","Publicación PLACSP:
Adjudicación:03/09/2020
Formalización:03/09/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=OP8fytjZJQumq21uxhbaVQ%3D%3D"
"820.20","Suministros","sistema de cromatografía supercrítica abierto sum 2 sobres sara","Resuelta","220.000,00","Publicación PLACSP:
Adjudicación:16/10/2020
Formalización:16/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=p8ESO5Caz%2Bouf4aBO%2BvQlQ%3D%3D"
"815.20","Suministros","sistema de gestión eficiente de la energía ciesol sum abierto 3 sobres","Resuelta","154.245,00","Publicación PLACSP:
Adjudicación:22/10/2020
Formalización:11/11/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0zT60NJKdiPnSoTX3z%2F7wA%3D%3D"
"821.20","Suministros","mobiliario ampliación edificio de ciencias de la salud","Resuelta","526.600,00","Publicación PLACSP:
Adjudicación:30/03/2022
Formalización:31/03/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=5WjDORiAa5NvYnTkQN0%2FZA%3D%3D"
"818.20","Suministros","extrusor twin-screw y molino abierto 3 sobres sara","Resuelta","805.200,00","Publicación PLACSP:
Adjudicación:30/03/2022
Formalización:30/03/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=hMMT6hF1WNGXQV0WE7lYPw%3D%3D"
"828.20","Suministros","Suministro de un vehículo todocamino, con tracción 4x4, para atender las actividades de I+D+i que, de forma permanente, el Grupo de Investigación AGR176 tiene comprometidas en distintos proyectos de investigación financiados con fondos públicos (Junta de Andalucía, Ministerio de Ciencia e Innovación, y contratos de I+D+i con empresas del sector agroalimentario","Resuelta","21.250,00","Publicación PLACSP:
Adjudicación:29/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=fmAUK25vOdFvYnTkQN0%2FZA%3D%3D"
"822.20","Suministros","mobiliario pabellón de ciencias naturales abierto 3 sobres","Resuelta","213.500,00","Publicación PLACSP:
Adjudicación:28/10/2020
Formalización:29/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=mTEXaSZ82hUSugstABGr5A%3D%3D"
"824.20","Servicios","proyecto básico y ejecución edificio de usos múltiples pa serv","Resuelta","82.506,74","Publicación PLACSP:
Adjudicación:18/09/2020
Formalización:18/09/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ho8QWdaac56rz3GQd5r6SQ%3D%3D"
"825.20","Servicios","redacción de proyecto básico y ejecución edificio de aulas de informática abierto serv 3 sobres","Resuelta","155.246,20","Publicación PLACSP:
Adjudicación:16/02/2021
Formalización:11/03/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XIjLOfrS6ZTnSoTX3z%2F7wA%3D%3D"
"804.20","Servicios","Concurso de proyectos con intervención de jurado para la selección de la propuesta que sea elegida como la mejor considerada para la adecuación de espacios del edificio de Relaciones Internacionales, con un premio de 3000 euros y la direccion de la obra","Resuelta","3.000,00","Publicación PLACSP:
Adjudicación:17/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=egxdJNpF4bqiEJrVRqloyA%3D%3D"
"814.20","Suministros","equipo termociclador para pcr cuantitativa abierto suministro 3 sobres","Resuelta","20.263,10","Publicación PLACSP:
Adjudicación:24/09/2020
Formalización:24/09/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XQSx%2BKC6DoTnSoTX3z%2F7wA%3D%3D"
"813.20","Suministros","sistema de cultivo intensivo","Resuelta","308.850,00","Publicación PLACSP:
Adjudicación:30/03/2022
Formalización:30/03/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=nbSFRv4UYcsSugstABGr5A%3D%3D"
"819.20","Obras","obras de reforma en el cae","Resuelta","421.523,05","Publicación PLACSP:
Adjudicación:20/07/2020
Formalización:30/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Dsx5RExyluB7h85%2Fpmmsfw%3D%3D"
"808.20","Suministros","plataforma robótica para la captura automatizada de imágenes de tiras de plántulas","Resuelta","174.800,00","Publicación PLACSP:
Adjudicación:10/09/2020
Formalización:10/09/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=8AKAJG9SVp8BPRBxZ4nJ%2Fg%3D%3D"
"810.20","Suministros","instrumentación de laboratorio de icp y de cromatografía iónica","Resuelta","593.432,87","Publicación PLACSP:
Adjudicación:15/02/2021
Formalización:30/03/2022
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=B6tSksUZchyiEJrVRqloyA%3D%3D"
"803.20","Suministros","licencia mathematica","Resuelta","75.591,05","Publicación PLACSP:
Adjudicación:15/06/2020
Formalización:15/06/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=7Sp2HWWo8VCiEJrVRqloyA%3D%3D"
"802.20","Suministros","Adquisición de cromatógrafo de líquidos de ultra alta resolución y masa exacta financiado con cargo a la subvención del Ministerio de Ciencia e Innovación, a través de la Agencia Estatal de Investigación, con referencia EQC2019-005599-P, cofinanciada con Fondos FEDER (80%) dentro del Programa Operativo 2014-2020.","Resuelta","408.538,00","Publicación PLACSP:
Adjudicación:01/07/2020
Formalización:01/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=WVIN9dqKBnTnSoTX3z%2F7wA%3D%3D"
"805.20","Suministros","cluster de computación","Resuelta","184.132,00","Publicación PLACSP:
Adjudicación:23/07/2020
Formalización:23/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=JASi5k8NvpeiEJrVRqloyA%3D%3D"
"806.20","Suministros","sistema de analisis espectrometría","Resuelta","197.895,00","Publicación PLACSP:
Adjudicación:07/07/2020
Formalización:17/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=HoDbrpQ1cEt7h85%2Fpmmsfw%3D%3D"
"809.20","Suministros","equipo de cromatografía de gases","Resuelta","213.000,00","Publicación PLACSP:
Adjudicación:01/07/2020
Formalización:27/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=p7oS%2BXVyKhOXQV0WE7lYPw%3D%3D"
"807.20","Suministros","muestreador automático de alta productividad y sistema de preparación automático de tubos de rmn","Resuelta","183.000,00","Publicación PLACSP:
Adjudicación:04/11/2020
Formalización:04/11/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=14Ze%2FrDeS%2FABPRBxZ4nJ%2Fg%3D%3D"
"811.20","Suministros","equipamiento laboratorio espectronómica portátil","Resuelta","169.739,00","Publicación PLACSP:
Adjudicación:27/07/2020
Formalización:30/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=RlYtu%2BK5RPfnSoTX3z%2F7wA%3D%3D"
"801.20","Suministros","Adquisición de un Inyector robotizado para preparación de muestra con opción de inyección de muestras líquidas y volátiles (espacio cabeza estático y dinámico) en un sistema de cromatografía de gases acoplado a espectrometría de masas.","Resuelta","30.000,00","Publicación PLACSP:
Adjudicación:09/06/2020
Formalización:17/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=5H6QyPk2O1yrz3GQd5r6SQ%3D%3D"
"799.20","Servicios","servicio de notificaciones correos","Resuelta","62.000,00","Publicación PLACSP:
Adjudicación:01/07/2020
Formalización:01/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=uSgg6n4geYkuf4aBO%2BvQlQ%3D%3D"
"798.20","Suministros","despliegue oracle","Resuelta","86.424,70","Publicación PLACSP:
Adjudicación:19/06/2020
Formalización:19/06/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=LdgfAHDV7vKXQV0WE7lYPw%3D%3D"
"797.20","Suministros","sistema de gc-ms/ms","Resuelta","110.000,00","Publicación PLACSP:
Adjudicación:07/07/2020
Formalización:17/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=cLRXLf7jgcimq21uxhbaVQ%3D%3D"
"792.20","Servicios","servicio de telefonía móvil para la universidad de almería","Resuelta","233.000,00","Publicación PLACSP:
Adjudicación:30/07/2020
Formalización:26/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6LTYiWyMNB57h85%2Fpmmsfw%3D%3D"
"791.20","Servicios","mantenimiento de instalaciones contra proliferación de legionella","Resuelta","17.000,00","Publicación PLACSP:
Adjudicación:08/07/2020
Formalización:08/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4Y5QbPpV4%2FGmq21uxhbaVQ%3D%3D"
"800.20","Obras","obra ciencias de la salud","Resuelta","1.443.341,32","Publicación PLACSP:
Adjudicación:18/06/2020
Formalización:25/06/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=j%2F1vziUsfHumq21uxhbaVQ%3D%3D"
"769.19","Servicios","mantenimiento preventido de la piscina.","Resuelta","14.260,00","Publicación PLACSP:
Adjudicación:09/07/2020
Formalización:09/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0BgxxfFqOVVvYnTkQN0%2FZA%3D%3D"
"793.19","Suministros","Suministro de Nitrógeno licuado mediante la Instalación de dos depósitos para el almacenamiento de N2 licuado, así como de la televigilancia de los mismos y el mantenimiento de las instalaciones de los dos depósitos y del resto de instalaciones afectadas a los mismo","Resuelta","8.400,00","Publicación PLACSP:
Adjudicación:10/02/2020
Formalización:10/02/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zcxNEdTnwiOrz3GQd5r6SQ%3D%3D"
"795.20","Suministros","Suministro de sistema contra robo e intrusión, instalación e integración en el sistema de la Universidad de Almería.","Resuelta","34.714,50","Publicación PLACSP:
Adjudicación:02/03/2020
Formalización:02/03/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=57lPc55UmBgBPRBxZ4nJ%2Fg%3D%3D"
"786.19","Suministros","Adquisición de material de imprenta para diversos centros de gasto de la Universidad de Almería","Resuelta","34.400,00","Publicación PLACSP:
Adjudicación:10/02/2020
Formalización:10/02/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=NBAb79rSUYaiEJrVRqloyA%3D%3D"
"783.19","Servicios","servicio de asistencia audiovisual","Resuelta","132.000,00","Publicación PLACSP:
Adjudicación:11/05/2020
Formalización:11/05/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=y7fo%2FB9KZGIuf4aBO%2BvQlQ%3D%3D"
"781.19","Servicios","eadmon y resolución caus","Resuelta","168.000,00","Publicación PLACSP:
Adjudicación:25/02/2020
Formalización:26/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ncYXSWgWjrgSugstABGr5A%3D%3D"
"784.19","Servicios","pólizas de seguros","Resuelta","22.000,00","Publicación PLACSP:
Adjudicación:30/01/2020
Formalización:03/02/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=TTegKsgoVEimq21uxhbaVQ%3D%3D"
"782.19","Servicios","servicio de ticket pdi","Resuelta","32.000,00","Publicación PLACSP:
Adjudicación:30/01/2020
Formalización:03/02/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=fsapK6mg5qWXQV0WE7lYPw%3D%3D"
"790.19","Administrativo especial","máquinas expendedoras","Resuelta","68.225,34","Publicación PLACSP:
Adjudicación:19/02/2021
Formalización:02/06/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zaxCF0u5h7kBPRBxZ4nJ%2Fg%3D%3D"
"787.19","Suministros","Suministro e instalación de un péndulo de Foucault","Resuelta","34.400,00","Publicación PLACSP:
Adjudicación:17/12/2021
Formalización:17/12/2021
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=iND%2B7lVkobymq21uxhbaVQ%3D%3D"
"771.19","Suministros","Contrato Basado en el Acuerdo Marco Suministro de Energía Eléctrica con Garantía de Origen Renovable en los Centros de Consumo Adheridos a la Red de Energía de la Administración de la Junta de Andalucía de referencia CONTR 2019 0000260997","Resuelta","2.031.824,87","Publicación PLACSP:
Adjudicación:23/11/2019
Formalización:23/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=BlmNY0V1%2BgVvYnTkQN0%2FZA%3D%3D"
"780.19","Suministros","Adquisición de cámaras de video vigilancia para los Edificios de la Universidad de Almería","Resuelta","34.952,00","Publicación PLACSP:
Adjudicación:08/01/2020
Formalización:08/01/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=dzJuV2tblw0BPRBxZ4nJ%2Fg%3D%3D"
"764.19","Servicios","plataforma de licitación electrónica y carro de compra para la ejecución de contratos","Resuelta","35.000,00","Publicación PLACSP:
Adjudicación:14/01/2020
Formalización:07/02/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=GugNgP6qHTKiEJrVRqloyA%3D%3D"
"773.19","Servicios","redacción y comunicación en el gabinete de comunicación","Resuelta","40.000,00","Publicación PLACSP:
Adjudicación:10/01/2020
Formalización:22/10/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=8bJXKJhxlGISugstABGr5A%3D%3D"
"785.19","Suministros","Licencias de software IBM SPSS Statistics. Suministro del derecho de uso y actualización durante el año 2020 de licencias de software IBM SPSS Statistics","Resuelta","20.500,00","Publicación PLACSP:
Adjudicación:26/11/2019
Formalización:26/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=VIFQL1%2FTyjeiEJrVRqloyA%3D%3D"
"755.19","Servicios","mejoras sistema de gestión universitas xxi","Resuelta","80.700,00","Publicación PLACSP:
Adjudicación:02/12/2019
Formalización:02/12/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=hkzWGoOB67DnSoTX3z%2F7wA%3D%3D"
"772.19","Suministros","microscopio electrónico de barrido","Resuelta","353.600,00","Publicación PLACSP:
Adjudicación:14/07/2020
Formalización:14/07/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=YqJX8f7v1OQBPRBxZ4nJ%2Fg%3D%3D"
"775.19","Servicios","servicio de instalaciones audiovisuales y de comunicaciones","Resuelta","230.000,00","Publicación PLACSP:
Adjudicación:03/03/2020
Formalización:04/03/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=yNaVHc9KOevnSoTX3z%2F7wA%3D%3D"
"778.19","Obras","tarimas suelo pabellon","Resuelta","102.085,00","Publicación PLACSP:
Adjudicación:13/12/2019
Formalización:17/12/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=wE23LVyIFYCiEJrVRqloyA%3D%3D"
"779.19","Obras","construcción del pabellón de ciencias naturales","Resuelta","899.640,00","Publicación PLACSP:
Adjudicación:04/11/2019
Formalización:04/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=YAWCw%2BHuphqiEJrVRqloyA%3D%3D"
"776.19","Suministros","microscopio de fluorescencia","Resuelta","141.204,14","Publicación PLACSP:
Adjudicación:29/10/2019
Formalización:05/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2FTB0x%2BcMZwR7h85%2Fpmmsfw%3D%3D"
"774.19","Servicios","Análisis y asesoría técnica de radiactividad natural en aguas de origen subterráneo, proyecto LIFE16 ENV/ES/000437.","Resuelta","33.879,00","Publicación PLACSP:
Adjudicación:11/09/2019
Formalización:11/09/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ip4bawKP5nDnSoTX3z%2F7wA%3D%3D"
"777.19","Obras","Desplazamiento del vial interno de la Universidad para la ejecución de la futura obra del Pabellón de Ciencias Naturales.","Resuelta","78.953,33","Publicación PLACSP:
Adjudicación:27/09/2019
Formalización:27/09/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=9dINlvTeOl2XQV0WE7lYPw%3D%3D"
"767.19","Suministros","plataforma de genotipado masivo de plantas","Resuelta","189.809,00","Publicación PLACSP:
Adjudicación:05/11/2019
Formalización:05/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=MZsQYqmZSduXQV0WE7lYPw%3D%3D"
"770.19","Suministros","equipamiento informático de la universidad de almería","Resuelta","84.514,00","Publicación PLACSP:
Adjudicación:14/10/2019
Formalización:17/10/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=iH4ndU6wAvrnSoTX3z%2F7wA%3D%3D"
"762.19","Suministros","equipos de climatización para el edificio cite iii (matemáticas-informática)","Resuelta","353.098,41","Publicación PLACSP:
Adjudicación:12/12/2019
Formalización:18/12/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=1fI%2FPAVEOa9vYnTkQN0%2FZA%3D%3D"
"763.19","Suministros","cromatógrafo de líquidos de ultra presión y sistema informático","Resuelta","89.845,00","Publicación PLACSP:
Adjudicación:03/10/2019
Formalización:07/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0wdgpteoMEISugstABGr5A%3D%3D"
"768.19","Suministros","Detector de diodos en fila (DAD) y su sistema informático asociado.","Resuelta","22.983,60","Publicación PLACSP:
Adjudicación:23/07/2019
Formalización:09/03/2020
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=phXmcms0p4KXQV0WE7lYPw%3D%3D"
"722.19","Administrativo especial","máquinas expendedoras","Anulada","66.400,00","","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=GMe9gLS9LtznSoTX3z%2F7wA%3D%3D"
"761.19","Servicios","dirección de obra, arquitecto, de las obras construcción del edificio departamental de ciencias económicas.","Resuelta","81.000,00","Publicación PLACSP:
Adjudicación:21/11/2019
Formalización:22/11/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ggj%2FTvaArAaXQV0WE7lYPw%3D%3D"
"759.19","Servicios","redacción de proyecto y dirección de obra de la ampliación del edificio ciencias de la salud.","Resuelta","47.500,00","Publicación PLACSP:
Adjudicación:02/12/2019
Formalización:02/12/2019
","https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=sQkWKM%2FOZtyrz3GQd5r6SQ%3D%3D"
